6,047	4	4,4534	88,8	8,14	0	17,28	306,38	21	307	0,538	0,95577	14,8
6,495	4	4,4547	94,4	8,14	0	12,8	387,94	21	307	0,538	0,77299	18,4
6,674	4	4,239	87,3	8,14	0	11,98	380,23	21	307	0,538	1,00245	21
5,713	4	4,233	94,1	8,14	0	22,6	360,17	21	307	0,538	1,13081	12,7
6,072	4	4,175	100	8,14	0	13,04	376,73	21	307	0,538	1,35472	14,5
5,95	4	3,99	82	8,14	0	27,71	232,6	21	307	0,538	1,38799	13,2
5,701	4	3,7872	95	8,14	0	18,35	358,77	21	307	0,538	1,15172	13,1
6,096	4	3,7598	96,9	8,14	0	20,34	248,31	21	307	0,538	1,61282	13,5
5,933	5	3,3603	68,2	5,96	0	9,68	396,9	19,2	279	0,499	0,06417	18,9
5,841	5	3,3779	61,4	5,96	0	11,41	377,56	19,2	279	0,499	0,09744	20
5,85	5	3,9342	41,5	5,96	0	8,77	396,9	19,2	279	0,499	0,08014	21
5,966	5	3,8473	30,2	5,96	0	10,13	393,43	19,2	279	0,499	0,17505	24,7
6,595	3	5,4011	21,8	2,95	75	4,32	395,63	18,3	252	0,428	0,02763	30,8
7,024	3	5,4011	15,8	2,95	75	1,98	395,62	18,3	252	0,428	0,03359	34,9
6,77	3	5,7209	2,9	6,91	0	4,84	385,41	17,9	233	0,448	0,12744	26,6
6,169	3	5,7209	6,6	6,91	0	5,81	383,37	17,9	233	0,448	0,1415	25,3
6,211	3	5,7209	6,5	6,91	0	7,44	394,46	17,9	233	0,448	0,15936	24,7
6,069	3	5,7209	40	6,91	0	9,55	389,39	17,9	233	0,448	0,12269	21,2
5,682	3	5,1004	33,8	6,91	0	10,21	396,9	17,9	233	0,448	0,17142	19,3
5,786	3	5,1004	33,3	6,91	0	14,15	396,9	17,9	233	0,448	0,18836	20
6,03	3	5,6894	85,5	6,91	0	18,8	392,74	17,9	233	0,448	0,22927	16,6
5,399	3	5,87	95,3	6,91	0	30,81	396,9	17,9	233	0,448	0,25387	14,4
5,602	3	6,0877	62	6,91	0	16,2	396,9	17,9	233	0,448	0,21977	19,4
5,963	4	6,8147	45,7	5,64	21	13,45	395,56	16,8	243	0,439	0,08873	19,7
6,115	4	6,8147	63	5,64	21	9,43	393,97	16,8	243	0,439	0,04337	20,5
6,511	4	6,8147	21,1	5,64	21	5,28	396,9	16,8	243	0,439	0,0536	25
5,998	4	6,8147	21,4	5,64	21	8,43	396,9	16,8	243	0,439	0,04981	23,4
5,888	3	7,3197	47,6	4	75	14,8	396,9	21,1	469	0,41	0,0136	18,9
7,249	5	8,6966	21,9	1,22	90	4,81	395,93	17,9	226	0,403	0,01311	35,4
6,383	2	9,1876	35,7	0,74	85	5,77	396,9	17,3	313	0,41	0,02055	24,7
6,816	5	8,3248	40,5	1,32	100	3,95	392,9	15,1	256	0,411	0,01432	31,6
6,145	8	7,8148	29,2	5,13	25	6,86	390,68	19,7	284	0,453	0,15445	23,3
5,927	8	6,932	47,2	5,13	25	9,22	396,9	19,7	284	0,453	0,10328	19,6
5,741	8	7,2254	66,2	5,13	25	13,15	395,11	19,7	284	0,453	0,14932	18,7
5,966	8	6,8185	93,4	5,13	25	14,44	378,08	19,7	284	0,453	0,17171	16
6,456	8	7,2255	67,8	5,13	25	6,73	396,9	19,7	284	0,453	0,11027	22,2
6,762	8	7,9809	43,4	5,13	25	9,5	395,58	19,7	284	0,453	0,1265	25
7,104	3	9,2229	59,5	1,38	17,5	8,05	393,24	18,6	216	0,4161	0,01951	33
6,29	4	6,6115	17,8	3,37	80	4,67	396,9	16,1	337	0,398	0,03584	23,5
5,787	4	6,6115	31,1	3,37	80	10,24	396,9	16,1	337	0,398	0,04379	19,4
5,878	4	6,498	21,4	6,07	12,5	8,1	396,21	18,9	345	0,409	0,05789	22
5,594	4	6,498	36,8	6,07	12,5	13,09	396,9	18,9	345	0,409	0,13554	17,4
5,885	4	6,498	33	6,07	12,5	8,79	396,9	18,9	345	0,409	0,12816	20,9
6,417	4	5,2873	6,6	10,81	0	6,72	383,73	19,2	305	0,413	0,08826	24,2
5,961	4	5,2873	17,5	10,81	0	9,88	376,94	19,2	305	0,413	0,15876	21,7
6,065	4	5,2873	7,8	10,81	0	5,52	390,91	19,2	305	0,413	0,09164	22,8
6,245	4	5,2873	6,2	10,81	0	7,54	377,17	19,2	305	0,413	0,19539	23,4
6,273	5	4,2515	6	12,83	0	6,78	394,92	18,7	398	0,437	0,07896	24,1
6,286	5	4,5026	45	12,83	0	8,94	383,23	18,7	398	0,437	0,09512	21,4
6,279	5	4,0522	74,5	12,83	0	11,97	373,66	18,7	398	0,437	0,10153	20
6,14	5	4,0905	45,8	12,83	0	10,27	386,96	18,7	398	0,437	0,08707	20,8
6,232	5	5,0141	53,7	12,83	0	12,34	386,4	18,7	398	0,437	0,05646	21,2
5,874	5	4,5026	36,6	12,83	0	9,1	396,06	18,7	398	0,437	0,08387	20,3
6,727	4	5,4007	33,5	4,86	25	5,29	396,9	19	281	0,426	0,04113	28
6,619	4	5,4007	70,4	4,86	25	7,22	395,63	19	281	0,426	0,04462	23,9
6,302	4	5,4007	32,2	4,86	25	6,72	396,9	19	281	0,426	0,03659	24,8
6,167	4	5,4007	46,7	4,86	25	7,51	390,64	19	281	0,426	0,03551	22,9
6,389	3	4,7794	48	4,49	0	9,62	396,9	18,5	247	0,449	0,05059	23,9
6,63	3	4,4377	56,1	4,49	0	6,53	392,3	18,5	247	0,449	0,05735	26,6
6,015	3	4,4272	45,1	4,49	0	12,86	395,99	18,5	247	0,449	0,05188	22,5
6,121	3	3,7476	56,8	4,49	0	8,44	395,15	18,5	247	0,449	0,07151	22,2
7,007	2	3,4217	86,3	3,41	0	5,5	396,9	17,8	270	0,489	0,0566	23,6
7,079	2	3,4145	63,1	3,41	0	5,7	396,06	17,8	270	0,489	0,05302	28,7
6,417	2	3,0923	66,1	3,41	0	8,81	392,18	17,8	270	0,489	0,04684	22,6
6,405	2	3,0921	73,9	3,41	0	8,2	393,55	17,8	270	0,489	0,03932	22
6,442	4	3,6659	53,6	15,04	28	8,16	395,01	18,2	270	0,464	0,04203	22,9
6,211	4	3,6659	28,9	15,04	28	6,21	396,33	18,2	270	0,464	0,02875	25
6,249	4	3,615	77,3	15,04	28	10,59	396,9	18,2	270	0,464	0,04294	20,6
6,625	2	3,4952	57,8	2,89	0	6,65	357,98	18	276	0,445	0,12204	28,4
6,163	2	3,4952	69,6	2,89	0	11,34	391,83	18	276	0,445	0,11504	21,4
8,069	2	3,4952	76	2,89	0	4,21	396,9	18	276	0,445	0,12083	38,7
7,82	2	3,4952	36,9	2,89	0	3,57	393,53	18	276	0,445	0,08187	43,8
7,416	2	3,4952	62,5	2,89	0	6,19	396,9	18	276	0,445	0,0686	33,2
6,727	5	2,7778	79,9	8,56	0	9,42	394,76	20,9	384	0,52	0,14866	27,5
6,781	5	2,8561	71,3	8,56	0	7,67	395,58	20,9	384	0,52	0,11432	26,5
6,405	5	2,7147	85,4	8,56	0	10,63	70,8	20,9	384	0,52	0,22876	18,6
6,137	5	2,7147	87,4	8,56	0	13,44	394,47	20,9	384	0,52	0,21161	19,3
6,167	5	2,421	90	8,56	0	12,33	392,69	20,9	384	0,52	0,1396	20,1
5,851	5	2,1069	96,7	8,56	0	16,47	394,05	20,9	384	0,52	0,13262	19,5
5,836	5	2,211	91,9	8,56	0	18,66	395,67	20,9	384	0,52	0,1712	19,5
6,127	5	2,1224	85,2	8,56	0	14,09	387,69	20,9	384	0,52	0,13117	20,4
6,474	5	2,4329	97,1	8,56	0	12,27	395,24	20,9	384	0,52	0,12802	19,8
6,229	5	2,5451	91,2	8,56	0	15,55	391,23	20,9	384	0,52	0,26363	19,4
6,195	5	2,7778	54,4	8,56	0	13	393,49	20,9	384	0,52	0,10793	21,7
